Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S05851300003,06/04/2012,4308,Keystone Liquor and Wine / Coralvill,517  2ND ST STE 2,CORALVILLE,52241,"517 2ND ST STE 2
CORALVILLE 52241
(41.671398, -91.573591)",52.0,Johnson,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35913,Five O'clock Vodka,48,200,$1.10,$1.65,48,$79.20,9.6,2.54
S26110200060,06/10/2015,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,"919 HWY 1 WEST
IOWA CITY 52246
(41.646632, -91.552165)",52.0,Johnson,1071100.0,AMERICAN COCKTAILS,395.0,Proximo,58840,Jose Cuervo Authentic Grapefruit Tangerine Margarita,6,1750,$8.20,$12.30,6,$73.80,10.5,2.77
S04220800187,02/22/2012,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,"1025 NORTH QUINCY AVE
OTTUWMA 52501
(41.015384, -92.438455)",90.0,Wapello,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.94,5,$49.70,5.0,1.32
S21457600037,10/01/2014,4836,Kum & Go #52 / Iowa City,25 W BURLINGTON ST,IOWA CITY,52240,"25 W BURLINGTON ST
IOWA CITY 52240
(41.657904, -91.537252)",52.0,Johnson,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,$6.80,$10.20,1,$10.20,0.6,0.16
S04761400049,03/27/2012,2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,"3425 INGERSOLL
DES MOINES 50300
(41.58631, -93.662807)",77.0,Polk,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36306,Hawkeye Vodka,12,750,$3.25,$4.88,12,$58.56,9.0,2.38
S28720600103,10/27/2015,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1022100.0,TEQUILA,65.0,Jim Beam Brands,88841,Hornitos Black Barrel,12,750,$15.74,$23.61,2,$47.22,1.5,0.4
S08886800030,11/12/2012,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1051010.0,AMERICAN GRAPE BRANDIES,259.0,Heaven Hill Brands,52319,Christian Bros Brandy-Round,12,1000,$6.94,$10.41,12,$124.92,12.0,3.17
S17823000062,03/11/2014,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,"901 KELLY ST
CHARLES CITY 50616
(43.066994, -92.675562)",34.0,Floyd,1011200.0,STRAIGHT BOURBON WHISKIES,461.0,Campari(skyy),22151,Wild Turkey 101 Mini,12,500,$8.91,$13.36,2,$26.72,1.0,0.26
S28103700018,09/24/2015,4185,Fareway Stores #737 / Grinnell,727 WEST ST,GRINNELL,50112,"727 WEST ST
GRINNELL 50112
(41.741296, -92.727346)",79.0,Poweshiek,1031200.0,VODKA FLAVORED,260.0,Diageo Americas,77647,Smirnoff Citrus,12,750,$8.25,$12.38,2,$24.76,1.5,0.4
S13929500013,08/15/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82.0,Scott,1032080.0,IMPORTED VODKA,260.0,Diageo Americas,34457,Ketel One Imported Vodka,12,1000,$17.50,$26.25,24,$630.00,24.0,6.34
S10365300053,01/31/2013,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52581,E & J Vsop Superior Reserve,24,375,$3.19,$4.79,3,$14.37,1.12,0.3
S28914600001,11/11/2015,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663541, -91.530112)",52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,421.0,"Sazerac Co., Inc.",917946,Elmer T Lee Single Barrel HA,12,750,$15.00,$22.50,4,$90.00,3.0,0.79
S21684500020,10/09/2014,3664,Shade Tree Liquors,90 10th ST S,NORTHWOOD,50459,"90 10th ST S
NORTHWOOD 50459
(43.443739, -93.218339)",98.0,Worth,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",13928,Mcmaster's Canadian,6,1750,$8.95,$13.43,3,$40.29,5.25,1.39
S08030500031,10/02/2012,4566,Kum & Go #508 / Cedar Rapids,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404,"30 FOUR OAKS DR SW
CEDAR RAPIDS 52404
",57.0,Linn,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,$4.50,$6.75,6,$40.50,2.25,0.59
S18303600018,04/09/2014,3722,Wal-Mart 1361 / Sioux City,3400 SINGING HILLS BLVD,SIOUX CITY,51106,"3400 SINGING HILLS BLVD
SIOUX CITY 51106
(42.43609, -96.36432)",97.0,Woodbury,1062310.0,SPICED RUM,35.0,"Bacardi U.S.A., Inc.",43205,Bacardi Oakheart,12,750,$7.74,$11.61,12,$139.32,9.0,2.38
S17658400012,03/03/2014,4673,Sonny's Super Market / West Point,327 5TH ST,WEST POINT,52656,"327 5TH ST
WEST POINT 52656
(40.717867, -91.452491)",56.0,Lee,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.94,12,$119.28,12.0,3.17
S20775200069,08/20/2014,3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,"703 W PLEASANT ST
KNOXVILLE 50138
(41.320746, -93.105641)",63.0,Marion,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52581,E & J Vsop Superior Reserve,24,375,$3.50,$5.25,3,$15.75,1.12,0.3
S27815200089,09/09/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S21645100008,10/08/2014,3722,Wal-Mart 1361 / Sioux City,3400 SINGING HILLS BLVD,SIOUX CITY,51106,"3400 SINGING HILLS BLVD
SIOUX CITY 51106
(42.43609, -96.36432)",97.0,Woodbury,1011300.0,TENNESSEE WHISKIES,85.0,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$14.53,$21.80,12,$261.60,9.0,2.38
S20434700163,08/04/2014,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1012100.0,CANADIAN WHISKIES,421.0,"Sazerac Co., Inc.",11940,Canadian Hunter Rye,12,750,$5.00,$7.50,3,$22.50,2.25,0.59
S28413100003,10/12/2015,3762,Wine and Spirits Gallery,7690 HICKMAN RD,WINDSOR HEIGHTS,50322,"7690 HICKMAN RD
WINDSOR HEIGHTS 50322
(41.61467, -93.722451)",77.0,Polk,1031080.0,VODKA 80 PROOF,55.0,Sazerac North America,35318,Barton Vodka,6,1750,$6.92,$10.38,6,$62.28,10.5,2.77
S22413200041,11/17/2014,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,"1107 SE ARMY POST RD
DES MOINES 50315
(41.526289, -93.602371)",77.0,Polk,1081600.0,WHISKEY LIQUEUR,259.0,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,$5.37,$8.06,12,$96.72,9.0,2.38
S16853300062,01/15/2014,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)",62.0,Mahaska,1062300.0,FLAVORED RUM,260.0,Diageo Americas,43237,Captain Morgan Parrot Bay Strawberry,12,750,$7.49,$11.24,3,$33.72,2.25,0.59
S04679200027,03/21/2012,2955,Dahl's / Beaver,1819 BEAVER,DES MOINES,50310,"1819 BEAVER
DES MOINES 50310
(41.610923, -93.672994)",77.0,Polk,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,$5.23,$7.84,12,$94.08,9.0,2.38
S05247600134,04/26/2012,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,"812 S 1ST AVE
IOWA CITY 52240
",52.0,Johnson,1031200.0,VODKA FLAVORED,259.0,Heaven Hill Brands,41316,Burnetts Raspberry Vodka,12,750,$4.55,$6.82,5,$34.10,3.75,0.99
S15370000117,10/28/2013,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,"522 MULBERRY, SUITE A
MUSCATINE 52761
",70.0,Muscatine,1041100.0,AMERICAN DRY GINS,434.0,Luxco-St Louis,31658,Paramount Gin,6,1750,$7.10,$10.65,6,$63.90,10.5,2.77
S22269000119,11/07/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1081200.0,CREAM LIQUEURS,300.0,Mccormick Distilling Company,65204,Tequila Rose Liqueur Mini,6,500,$6.63,$9.95,2,$19.90,1.0,0.26
S03514100026,01/10/2012,2962,Dahl's / Johnston,5440 NW 86TH ST,JOHNSTON,50131,"5440 NW 86TH ST
JOHNSTON 50131
(41.659093, -93.736517)",77.0,Polk,1022100.0,TEQUILA,395.0,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.73,3,$47.19,2.25,0.59
S21502000007,09/30/2014,4517,Casey's General Store #2767 / Cedar,3434 1ST AVE NE,CEDAR RAPIDS,52402,"3434 1ST AVE NE
CEDAR RAPIDS 52402
(42.013062, -91.635028)",57.0,Linn,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.80,6,$64.80,10.5,2.77
S14951700037,10/03/2013,3698,Ingersoll Wine Merchants,1300  50TH ST,WEST DES MOINES,50266,"1300 50TH ST
WEST DES MOINES 50266
(41.590858, -93.771158)",77.0,Polk,1062310.0,SPICED RUM,260.0,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,$5.50,$8.25,2,$16.50,1.0,0.26
S18352200025,04/09/2014,4963,Jeff's Market / Durant,"408, 6TH AVE",DURANT,52747,"408, 6TH AVE
DURANT 52747
(41.600607, -90.911744)",16.0,Cedar,1031200.0,VODKA FLAVORED,260.0,Diageo Americas,40475,Smirnoff Root Beer Float,12,750,$8.25,$12.37,1,$12.37,0.75,0.2
S12335800022,05/21/2013,4239,Fareway Stores #850 / Spirit Lake,1906 KEOKUK,SPIRIT LAKE,51360,"1906 KEOKUK
SPIRIT LAKE 51360
(43.421681, -95.10622)",30.0,Dickinson,1062310.0,SPICED RUM,259.0,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.32,6,$103.92,10.5,2.77
S13496400021,07/23/2013,4336,Last Call 2,120 N MAIN ST,GEORGE,51237,"120 N MAIN ST
GEORGE 51237
(43.343861, -96.002282)",60.0,Lyon,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,2,$20.26,1.5,0.4
S22100900145,10/30/2014,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,"1324, 1st AVE E
NEWTON 50208
(41.699173, -93.035654)",50.0,Jasper,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,$4.75,$7.13,5,$35.65,1.88,0.5
S27211300029,08/10/2015,2514,Hy-Vee Drugstore / Marion,2790 7TH AVENUE,MARION,50129,"2790 7TH AVENUE
MARION 50129
(42.03324, -91.582452)",57.0,Linn,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36304,Hawkeye Vodka,24,375,$2.07,$3.11,10,$31.10,3.75,0.99
S28845800002,11/03/2015,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77.0,Polk,1081600.0,WHISKEY LIQUEUR,115.0,"Constellation Wine Company, Inc.",11370,Serpent's Bite Apple Cider Flavored Whisky Mini,12,500,$5.00,$7.50,5,$37.50,2.5,0.66
S19835700110,06/30/2014,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,"901 KELLY ST
CHARLES CITY 50616
(43.066994, -92.675562)",34.0,Floyd,1081200.0,CREAM LIQUEURS,305.0,MHW Ltd,73051,Rumchata Mini,12,500,$8.87,$13.31,3,$39.93,1.5,0.4
S29290600021,11/24/2015,3041,Shugar's Super Valu / Colfax,28 E HOWARD,COLFAX,50054,"28 E HOWARD
COLFAX 50054
(41.677804, -93.245037)",50.0,Jasper,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,$7.49,$11.24,2,$22.48,1.5,0.4
S23383700003,01/08/2015,4803,Walgreens #07453 / Des Moines,104 E EUCLID AVE,DES MOINES,50313,"104 E EUCLID AVE
DES MOINES 50313
(41.627683, -93.617219)",77.0,Polk,1062310.0,SPICED RUM,260.0,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$9.00,$13.50,24,$324.00,18.0,4.76
S17878300001,03/13/2014,4214,New Star Liquor / Lafayet / Waterloo,1309 LAFAYETTE ST,WATERLOO,50703,"1309 LAFAYETTE ST
WATERLOO 50703
(42.494092, -92.3272)",7.0,Black Hawk,1062310.0,SPICED RUM,260.0,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,$17.75,$26.62,6,$159.72,10.5,2.77
S25436100064,05/04/2015,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82.0,Scott,1012200.0,SCOTCH WHISKIES,55.0,Sazerac North America,8827,Lauder's,12,1000,$6.14,$9.21,12,$110.52,12.0,3.17
S10603400048,02/13/2013,3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,"405 S MADISON
OTTUMWA 52501
(40.999098, -92.410459)",90.0,Wapello,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,$1.56,$2.34,48,$112.32,9.6,2.54
S28343800015,10/07/2015,3853,Ram Liquor Mart,3108 WEST CENTRAL PARK AVE #2,DAVENPORT,52804,"3108 WEST CENTRAL PARK AVE #2
DAVENPORT 52804
(41.545421, -90.620282)",82.0,Scott,1051100.0,APRICOT BRANDIES,259.0,Heaven Hill Brands,52314,Christian Bros Brandy,24,375,$3.23,$4.85,2,$9.70,0.75,0.2
S14115300104,08/26/2013,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1032080.0,IMPORTED VODKA,420.0,"Moet Hennessy USA, Inc.",34155,Belvedere Vodka,6,750,$17.15,$25.73,4,$102.92,3.0,0.79
S08060700001,10/02/2012,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78.0,Pottawattamie,1081400.0,TRIPLE SEC,434.0,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,$2.21,$3.31,36,$119.16,36.0,9.51
S26062100005,06/09/2015,3676,T and M Foods,107 E TRAER,GREENE,50636,"107 E TRAER
GREENE 50636
(42.895749, -92.802101)",12.0,Butler,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,12,$121.56,9.0,2.38
S15265900006,10/22/2013,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336404, -94.014003)",61.0,Madison,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19066,Jim Beam,12,750,$9.97,$14.96,12,$179.52,9.0,2.38
S16758800102,01/09/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11366,Crown Royal Special Reserve,12,750,$24.50,$36.74,3,$110.22,2.25,0.59
S06442400158,07/06/2012,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52594,E & J Vs Brandy,24,375,$2.93,$4.40,4,$17.60,1.5,0.4
S07941300024,09/25/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77.0,Polk,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36304,Hawkeye Vodka,24,375,$2.06,$3.09,24,$74.16,9.0,2.38
S23302300035,01/05/2015,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,"2126 KIMBALL AVE
WATERLOO 50701
",7.0,Black Hawk,1062310.0,SPICED RUM,260.0,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$9.00,$13.50,12,$162.00,9.0,2.38
S28000100094,09/21/2015,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,"1013 MAIN
KEOKUK 52632
(40.39978, -91.387531)",56.0,Lee,1081200.0,CREAM LIQUEURS,300.0,Mccormick Distilling Company,68611,McCormick's Irish Cream,12,750,$6.00,$9.00,1,$9.00,0.75,0.2
S15261800049,10/22/2013,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,"769 PROSPECT ST SW
LE MARS 51031
(42.776296, -96.178479)",75.0,Plymouth,1022100.0,TEQUILA,395.0,Proximo,87510,1800 Silver Tequila,12,750,$14.17,$21.41,2,$42.82,1.5,0.4
S22231200069,11/06/2014,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,"2181 LOGAN AVE
WATERLOO 50703
(42.530476, -92.337583)",7.0,Black Hawk,1012200.0,SCOTCH WHISKIES,260.0,Diageo Americas,5346,Johnnie Walker Red,12,750,$14.25,$21.38,2,$42.76,1.5,0.4
S05539300009,05/15/2012,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
",32.0,Emmet,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,$9.77,$14.66,24,$351.84,24.0,6.34
S17786900027,03/10/2014,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,"522 MULBERRY, SUITE A
MUSCATINE 52761
",70.0,Muscatine,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35913,Five O'clock Vodka,48,200,$1.13,$1.69,48,$81.12,9.6,2.54
S17099900030,01/29/2014,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,"1023 9TH ST
ONAWA 51040
(42.025841, -96.095845)",67.0,Monona,1012100.0,CANADIAN WHISKIES,65.0,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,$8.92,$13.38,3,$40.14,5.25,1.39
S26895900005,07/27/2015,4892,Sara Mini Mart,1026 W RIVER DR,DAVENPORT,52802,"1026 W RIVER DR
DAVENPORT 52802
(41.520149, -90.58842)",82.0,Scott,1052010.0,IMPORTED GRAPE BRANDIES,420.0,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,$9.99,$14.99,12,$179.88,4.5,1.19
S24253700058,02/26/2015,5102,Wilkie Liquors,"724, 1st  ST  SE",MOUNT VERNON,52314,"724, 1st ST SE
MOUNT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192.0,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,$12.05,$18.08,12,$216.96,9.0,2.38
S16402800001,12/20/2013,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"1030 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.035159, -91.649625)",57.0,Linn,1012100.0,CANADIAN WHISKIES,55.0,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,$7.94,$12.51,6,$75.06,10.5,2.77
S28660400121,10/26/2015,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,"3600 BUSINESS HWY 151 EAST
MARION 52302
",57.0,Linn,1062300.0,FLAVORED RUM,35.0,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,$8.26,$12.39,12,$148.68,9.0,2.38
S19929400039,07/09/2014,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,"4200 DODGE ST
DUBUQUE 52003
(42.489025, -90.73695)",31.0,Dubuque,1032080.0,IMPORTED VODKA,115.0,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,$8.25,$12.38,12,$148.56,9.0,2.38
S14867800020,10/01/2013,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,"1201 12TH AVE SW
LEMARS 51031
(42.778257, -96.18335)",75.0,Plymouth,1051110.0,BLACKBERRY BRANDIES,380.0,Phillips Beverage Company,55106,Phillips Blackberry Flav Brandy,12,750,$4.25,$6.63,12,$79.56,9.0,2.38
S09123000035,11/26/2012,2539,Hy-Vee Food Store / iowa Falls,HIGHWAY 65 SOUTH,IOWA FALLS,50126,"HIGHWAY 65 SOUTH
IOWA FALLS 50126
",42.0,Hardin,1011500.0,STRAIGHT RYE WHISKIES,255.0,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,$18.08,$27.13,12,$325.56,9.0,2.38
S11170100029,03/19/2013,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)",30.0,Dickinson,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35.0,"Bacardi U.S.A., Inc.",43387,Castillo Silver Rum,12,1000,$4.89,$7.33,12,$87.96,12.0,3.17
S27846700017,09/14/2015,4859,Circle K #6604 / Burlington,421 N MAIN ST,BURLINGTON,52601,"421 N MAIN ST
BURLINGTON 52601
(40.811109, -91.101094)",29.0,Des Moines,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,$7.47,$11.21,2,$22.42,1.0,0.26
S24794700035,03/30/2015,4617,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,"2501 HUBBELL AVE
DES MOINES 50317
(41.607817, -93.570489)",77.0,Polk,1081700.0,DISTILLED SPIRITS SPECIALTY,421.0,"Sazerac Co., Inc.",86684,Firefly Apple Pie Moonshine,12,750,$9.88,$14.82,2,$29.64,1.5,0.4
S24819900004,04/01/2015,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402,"1556 FIRST AVENUE NE
CEDAR RAPIDS 52402
(41.988968, -91.650752)",57.0,Linn,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$5.23,$7.85,12,$94.20,9.0,2.38
S18944600045,05/14/2014,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,"6723 NW BLVD UNIT 2
DAVENPORT 52806
",82.0,Scott,1081330.0,PEACH SCHNAPPS,65.0,Jim Beam Brands,82840,Dekuyper Peachtree Schnapps Traveler,12,750,$6.30,$9.45,1,$9.45,0.75,0.2
S08317900031,10/15/2012,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1031080.0,VODKA 80 PROOF,380.0,Phillips Beverage Company,37348,Phillips Vodka,6,1750,$7.31,$10.97,6,$65.82,10.5,2.77
S04444000013,03/07/2012,4614,Urban Liquor,6401 DOUGLAS AVE ste 1,URBANDALE,50322,"6401 DOUGLAS AVE ste 1
URBANDALE 50322
(41.629411, -93.705732)",77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19476,Maker's Mark,12,750,$15.74,$23.61,1,$23.61,0.75,0.2
S11957500052,04/30/2013,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,"807 GRANDVIEW
MUSCATINE 52761
(41.408684, -91.063814)",70.0,Muscatine,1012100.0,CANADIAN WHISKIES,65.0,Jim Beam Brands,15246,Windsor Canadian,12,750,$4.20,$6.30,1,$6.30,0.75,0.2
S28813800127,11/02/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1081600.0,WHISKEY LIQUEUR,260.0,Diageo Americas,67267,Yukon Jack Canadian Liqueur,12,1000,$11.75,$17.63,12,$211.56,12.0,3.17
S20540000141,08/07/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1062300.0,FLAVORED RUM,35.0,"Bacardi U.S.A., Inc.",43198,Bacardi Torched Cherry,12,1000,$10.24,$15.36,2,$30.72,2.0,0.53
S12038300068,05/06/2013,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,420.0,"Moet Hennessy USA, Inc.",65126,Grand Marnier Cordon Rouge,12,750,$23.31,$34.96,12,$419.52,9.0,2.38
S22166800005,11/04/2014,4248,Fareway Stores #021 / Sheldon,2603 PARK ST,SHELDON,51201,"2603 PARK ST
SHELDON 51201
(43.186035, -95.825709)",71.0,O'Brien,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,45278,Paramount White Rum,6,1750,$7.84,$11.76,6,$70.56,10.5,2.77
S23388600124,01/08/2015,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,3,$42.75,2.25,0.59
